store_id,date,region,store_type,avg_income,store_size_sqft,city_population,month,holiday_month,marketing_spend,promotion,monthly_revenue
S001,2025-07-31,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,7,0,2730.5931655554423,0,27703.564911503294
S001,2025-08-31,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,8,0,3717.5422557959623,0,25935.745474440908
S001,2025-09-30,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,9,0,4502.357052096028,0,24594.173116700873
S001,2025-10-31,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,10,0,3074.0947804197754,1,26879.18786460737
S001,2025-11-30,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,11,1,4628.615545571292,0,26884.19171449472
S001,2025-12-31,South,Neighborhood,55556.480853465444,2816.6787418525882,393957.9332445008,12,1,1619.8985417851086,0,27358.254263385465
S002,2024-01-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,1,0,1296.6175606448453,1,24928.10993488978
S002,2024-02-29,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,2,0,2944.452301103381,0,25301.773753990965
S002,2024-03-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,3,0,3384.0654489393073,0,22942.45950848827
S002,2024-04-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,4,0,2967.305251905907,0,23929.7382221523
S002,2024-05-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,5,0,932.5578999601235,0,20610.344973502655
S002,2024-06-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,6,0,2910.8799604872115,0,24897.113075845933
S002,2024-07-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,7,0,1695.5304994951468,0,23893.967997023803
S002,2024-08-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,8,0,3669.6725488300385,0,25043.853987505914
S002,2024-09-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,9,0,3366.598246096848,0,24120.730421360055
S002,2024-10-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,10,0,2060.1202136726447,0,23956.57439105331
S002,2024-11-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,11,1,2486.1330826633066,0,27496.531438727412
S002,2024-12-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,12,1,1940.7864781110484,0,24335.17342797014
S002,2025-01-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,1,0,2937.320902726828,0,24068.70324386776
S002,2025-02-28,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,2,0,3955.1423205012384,0,22842.23887019516
S002,2025-03-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,3,0,2014.2739536644563,0,22004.51585646771
S002,2025-04-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,4,0,3504.0465155178445,0,24347.490775617203
S002,2025-05-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,5,0,2469.742381627559,1,26851.46410102304
S002,2025-06-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,6,0,2207.127167737656,0,23038.197990931767
S002,2025-07-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,7,0,2892.9696400454422,1,25095.625342052725
S002,2025-08-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,8,0,1964.757677580626,1,24282.24509178546
S002,2025-09-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,9,0,2446.3506946528178,0,22764.018337191737
S002,2025-10-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,10,0,1802.1221074111515,0,23622.07337467646
S002,2025-11-30,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,11,1,4964.725132916389,0,24331.291538648402
S002,2025-12-31,Northeast,Neighborhood,67691.69502180729,3491.7607879983366,182282.7687583821,12,1,3035.2635519717287,1,28956.285848176773
S003,2024-01-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,1,0,2300.2744920074147,0,21966.2815267048
S003,2024-02-29,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,2,0,3213.979910734222,0,24595.493453292285
S003,2024-03-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,3,0,2887.6719503091704,0,21411.85555278923
S003,2024-04-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,4,0,2779.030400466777,1,25742.518830876004
S003,2024-05-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,5,0,3614.1667000434254,1,26248.257326524414
S003,2024-06-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,6,0,3757.507710047305,0,24415.058012731766
S003,2024-07-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,7,0,2469.4988523894726,0,21574.306807428537
S003,2024-08-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,8,0,2424.18175935532,0,23413.081618704848
S003,2024-09-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,9,0,2724.948302848356,0,21444.63498330197
S003,2024-10-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,10,0,698.0788352644154,1,23111.542813290984
S003,2024-11-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,11,1,1484.8089378014477,0,26519.255292808397
S003,2024-12-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,12,1,4366.874267444525,0,27899.427729767365
S003,2025-01-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,1,0,4644.9677135012835,0,24394.00532060596
S003,2025-02-28,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,2,0,2750.9639604436215,1,23260.208907158525
S003,2025-03-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,3,0,3576.5569630557666,1,26186.156140871364
S003,2025-04-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,4,0,3311.250154543536,0,23600.0722279677
S003,2025-05-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,5,0,6078.880808455238,1,23238.69548250412
S003,2025-06-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,6,0,4119.574911434576,0,25229.939965030062
S003,2025-07-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,7,0,2872.0824085192335,0,23271.150473001544
S003,2025-08-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,8,0,2044.4595593995741,0,24614.60288630889
S003,2025-09-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,9,0,1393.5536797424274,0,20777.47670827579
S003,2025-10-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,10,0,3203.4636358672233,0,18741.272740420874
S003,2025-11-30,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,11,1,2243.6492547156968,1,27336.655735123808
S003,2025-12-31,West,Neighborhood,59172.67440547139,2570.3632870875454,271002.65927845653,12,1,1577.746290402326,0,25468.243567958896
S004,2024-01-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,1,0,2353.4271157574735,0,20394.605071668164
S004,2024-02-29,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,2,0,1918.451996385605,0,21201.878122654813
S004,2024-03-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,3,0,4687.141635072565,0,28463.66784024675
S004,2024-04-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,4,0,3881.6397569494507,1,24553.050464762655
S004,2024-05-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,5,0,2992.0273586833828,0,24410.211123397716
S004,2024-06-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,6,0,4479.944138890026,0,23230.5329859048
S004,2024-07-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,7,0,3077.368307647618,1,21393.449168132527
S004,2024-08-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,8,0,2138.7157986717366,0,22546.398352632543
S004,2024-09-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,9,0,4523.124077269657,0,23834.023849555997
S004,2024-10-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,10,0,3538.910043684659,0,23042.084911831596
S004,2024-11-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,11,1,1962.7538456735435,0,24524.247297767895
S004,2024-12-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,12,1,2809.661321916392,1,26764.681732441983
S004,2025-01-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,1,0,2124.3817466152427,1,23731.936152912127
S004,2025-02-28,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,2,0,1617.200269035664,0,20592.867153123712
S004,2025-03-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,3,0,3926.1775475316413,1,25767.466247685585
S004,2025-04-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,4,0,4909.41664047013,0,21540.148594921804
S004,2025-05-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,5,0,1601.4324261808588,0,19403.879513405576
S004,2025-06-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,6,0,3562.969236690571,0,24765.108527690052
S004,2025-07-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,7,0,2349.357430878173,0,23688.701110353297
S004,2025-08-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,8,0,2512.874616235304,0,22940.18796575349
S004,2025-09-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,9,0,2407.606075761131,0,20869.94713194743
S004,2025-10-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,10,0,2136.009230320184,1,22902.22165900469
S004,2025-11-30,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,11,1,3048.521627944827,0,24953.5490988605
S004,2025-12-31,South,Neighborhood,37595.085880021994,2861.2213162140097,149425.32906765633,12,1,2169.049883588962,0,22426.145220915565
S005,2024-01-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,1,0,3270.4568257798387,0,23624.463607470203
S005,2024-02-29,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,2,0,2949.761890550863,0,25519.085140632687
S005,2024-03-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,3,0,2761.0519531335904,0,26568.32171735113
S005,2024-04-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,4,0,2092.436337958402,0,23397.042172824364
S005,2024-05-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,5,0,2423.228669431667,1,28091.771552037935
S005,2024-06-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,6,0,3755.391225825756,0,22152.877128651402
S005,2024-07-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,7,0,3500.917187624381,0,25860.459673282196
S005,2024-08-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,8,0,2022.444755201449,0,22778.2767300668
S005,2024-09-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,9,0,3099.332305429226,0,25091.350307356643
S005,2024-10-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,10,0,3751.387123371789,0,24649.936145700656
S005,2024-11-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,11,1,1330.5947188786283,1,30282.079664907717
S005,2024-12-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,12,1,3543.360192379935,0,25585.09514195523
S005,2025-01-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,1,0,2337.376241054153,0,25114.567690012387
S005,2025-02-28,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,2,0,3570.5986685931593,0,24493.830505248243
S005,2025-03-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,3,0,2236.740843457483,0,23875.31878809714
S005,2025-04-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,4,0,1195.117899335481,0,23212.022398899622
S005,2025-05-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,5,0,1372.4575621168374,1,25058.066699433726
S005,2025-06-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,6,0,3048.0849466613818,0,24578.435018173972
S005,2025-07-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,7,0,3259.722501721482,1,27364.962986754945
S005,2025-08-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,8,0,2095.6833748955914,0,24390.0028965846
S005,2025-09-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,9,0,3638.592458777374,1,27813.015012710508
S005,2025-10-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,10,0,1338.47993773104,0,24770.812286094126
S005,2025-11-30,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,11,1,2933.9202013526833,0,27916.347543919812
S005,2025-12-31,South,Mall-Based,94771.96977189524,2722.4700615870875,218646.58570290622,12,1,1788.9838002375434,0,24268.18779643797
S006,2024-01-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,1,0,2348.163892197841,1,26570.250849450334
S006,2024-02-29,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,2,0,3047.398671316414,0,22091.315679666368
S006,2024-03-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,3,0,2139.5866347160477,0,24207.91693057753
S006,2024-04-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,4,0,2615.4444557701745,0,24541.255968057707
S006,2024-05-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,5,0,4006.2928092144407,1,23394.994111280383
S006,2024-06-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,6,0,2423.1081304768513,0,23635.71486562152
S006,2024-07-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,7,0,3835.692112065142,1,25456.864860444086
S006,2024-08-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,8,0,1870.2931453423819,0,22026.40911784367
S006,2024-09-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,9,0,3529.8041779152827,0,26186.542120338978
S006,2024-10-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,10,0,4441.5686206579,0,23726.80357897991
S006,2024-11-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,11,1,528.3554998727109,1,24465.641669492026
S006,2024-12-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,12,1,2203.1047445295235,0,24977.786374266656
S006,2025-01-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,1,0,3577.07212718054,1,27032.821659001424
S006,2025-02-28,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,2,0,2796.9546139570075,0,23508.081006900313
S006,2025-03-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,3,0,3371.145873371309,0,25814.624460067964
S006,2025-04-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,4,0,2396.0148132841796,0,24276.453498457944
S006,2025-05-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,5,0,3086.5897874729,0,20627.018010427895
S006,2025-06-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,6,0,2844.3227646079204,1,24770.586976749713
S006,2025-07-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,7,0,4167.782061659807,1,25516.09985121381
S006,2025-08-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,8,0,3254.420843301213,1,26529.887699370338
S006,2025-09-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,9,0,3337.6026620752023,1,21923.529775929426
S006,2025-10-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,10,0,2588.1230338775326,0,27418.769500944403
S006,2025-11-30,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,11,1,2512.3937759275063,0,25846.35652543912
S006,2025-12-31,Northeast,Neighborhood,81054.1763802784,3049.528890462503,166479.30680939223,12,1,2567.441812180379,1,27121.97405643024
S007,2024-01-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,1,0,3394.4521423782967,0,27989.35978488077
S007,2024-02-29,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,2,0,2579.015519179737,1,32313.181109890284
S007,2024-03-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,3,0,3289.774856896413,1,30530.275600183955
S007,2024-04-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,4,0,5075.400798645439,0,28648.797048719767
S007,2024-05-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,5,0,3871.124703431692,1,29769.00057791909
S007,2024-06-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,6,0,2673.976467832159,0,25572.434175473943
S007,2024-07-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,7,0,4201.2139221639445,0,25987.372112116085
S007,2024-08-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,8,0,2591.9246269784485,0,24496.323713440324
S007,2024-09-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,9,0,961.8754648221461,0,23726.94105416911
S007,2024-10-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,10,0,1991.913689082596,0,23349.651191760153
S007,2024-11-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,11,1,1129.2080789741444,0,27244.054596182024
S007,2024-12-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,12,1,2648.486515958691,1,28812.381262899136
S007,2025-01-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,1,0,3018.4183791895516,1,29347.7165328928
S007,2025-02-28,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,2,0,4676.437312275282,0,26931.703400126728
S007,2025-03-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,3,0,3326.9273737641624,0,26396.8962966636
S007,2025-04-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,4,0,2780.899471191136,1,28135.633046848194
S007,2025-05-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,5,0,3829.405581183489,0,31093.270828805922
S007,2025-06-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,6,0,788.8646909921149,0,26693.82958969081
S007,2025-07-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,7,0,3235.614558108566,0,24254.891909563128
S007,2025-08-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,8,0,3770.865193886967,0,26792.158172297597
S007,2025-09-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,9,0,1521.4137542201584,0,24181.17596295118
S007,2025-10-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,10,0,4143.754043206929,1,28214.823555026538
S007,2025-11-30,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,11,1,3338.496407494414,0,26673.326662635816
S007,2025-12-31,West,Flagship,82331.79314461435,4766.1745499692415,190786.39088768075,12,1,2584.7120860991986,0,28879.489212623474
S008,2024-01-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,1,0,3632.7818661062847,0,23760.715993750615
S008,2024-02-29,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,2,0,5270.692857804395,0,27217.27197741165
S008,2024-03-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,3,0,3181.866255058495,0,26002.910301521963
S008,2024-04-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,4,0,3248.220586300336,1,28464.03181400824
S008,2024-05-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,5,0,2540.639100459756,1,24700.031195575564
S008,2024-06-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,6,0,2150.1556305352083,0,24606.259021050348
S008,2024-07-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,7,0,3830.3358165442455,1,27701.110699300865
S008,2024-08-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,8,0,2143.9161740911327,1,25029.310326209597
S008,2024-09-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,9,0,3071.5662372193924,1,25139.50969065319
S008,2024-10-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,10,0,2522.3425532348833,0,26530.803757296097
S008,2024-11-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,11,1,3478.9798257463917,0,27531.748935737123
S008,2024-12-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,12,1,3333.662105286948,0,28057.266115930983
S008,2025-01-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,1,0,4037.539944257899,0,23792.527175504052
S008,2025-02-28,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,2,0,2489.983601145253,0,22268.18068759507
S008,2025-03-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,3,0,2730.1250647066286,0,23387.017603777018
S008,2025-04-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,4,0,2021.2362842176926,1,25480.937573856485
S008,2025-05-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,5,0,2555.7067399238886,1,24391.321918139176
S008,2025-06-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,6,0,3377.3004930448524,1,26465.840967262204
S008,2025-07-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,7,0,3756.9886166453516,0,22324.552614575667
S008,2025-08-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,8,0,2077.8346758223747,0,22169.74689847982
S008,2025-09-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,9,0,3869.60592010566,0,25931.247651169917
S008,2025-10-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,10,0,4355.637858804951,0,26122.18572239102
S008,2025-11-30,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,11,1,3413.434903223701,0,26563.36302054513
S008,2025-12-31,West,Flagship,41703.6885906553,2065.0599348861783,257250.6923734084,12,1,4876.795812558066,0,26502.548250610616
S009,2024-01-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,1,0,2226.210800896427,0,23747.266819420012
S009,2024-02-29,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,2,0,1755.345296688583,1,28200.685129740246
S009,2024-03-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,3,0,1221.2797510957214,0,25652.191254296544
S009,2024-04-30,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,4,0,4496.044311489183,1,31797.375444549067
S009,2024-05-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,5,0,3654.3656563540576,0,25400.467456760656
S009,2024-06-30,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,6,0,2944.415329089545,0,23989.056224647728
S009,2024-07-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,7,0,3279.96862631982,0,26322.392298762566
S009,2024-08-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,8,0,1874.5109527016234,0,23842.049781853373
S009,2024-09-30,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,9,0,5445.751979616826,0,26442.717895649468
S009,2024-10-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,10,0,3129.2211819752274,0,27818.092511011866
S009,2024-11-30,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,11,1,3109.394794604893,0,29058.955685782763
S009,2024-12-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,12,1,3725.766623898692,0,28425.067108887564
S009,2025-01-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,1,0,3481.0092317367134,0,24133.372703544115
S009,2025-02-28,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,2,0,3223.884024279131,1,29958.805586412538
S009,2025-03-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,3,0,2209.525544554688,0,26872.346929085277
S009,2025-04-30,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,4,0,3471.4683571359956,1,29226.81083627236
S009,2025-05-31,South,Flagship,105157.82181559656,3441.351687922043,110169.97946411053,5,0,4882.024496475034,0,28908.531499036268
